score,title,type,genres,studios,main_actors
6.66,Pokemon:_Pikachu_no_Fuyuyasumi_(2000),OVA,Adventure Comedy Fantasy Kids,4Kids_Entertainment OLM,Ootani_Ikue 
6.10,Kare_Baka:_Wagahai_no_Kare_wa_Baka_de_R,ONA,Comedy Romance School,Sakura_Create,Kimura_Juri Namikawa_Daisuke 
7.04,To_Heart_2_AD,OVA,Comedy Ecchi Romance,Chaos_Project,Fukuyama_Jun Toriumi_Kousuke Itou_Shizuka Nabatame_Hitomi 
7.22,Higepiyo,TV,Comedy,Aniplex Kinema_Citrus,Kobayashi_Yuu Park_Romi 
6.43,Mitsubachi_Maya_no_Bouken,TV,Adventure Comedy Kids,Saban_Entertainment Nippon_Animation,Nomura_Michiko Nagai_Ichiro Nozawa_Masako 
7.14,Karneval_Specials,Special,Comedy,Bandai_Visual Manglobe,Hirakawa_Daisuke Kamiya_Hiroshi Ono_Daisuke Honna_Youko Nakamura_Yuuichi Kitamura_Eri Shimono_Hiro Yusa_Kouji Endou_Aya Miyano_Mamoru 
7.04,Kogepan,TV,Comedy,San-X Studio_Pierrot,Mayama_Ako 
6.64,Sora_no_Manimani_Specials,Special,Comedy School Slice_of_Life,Studio_Comet,Itou_Kanae Tomatsu_Haruka Maeno_Tomoaki 
7.39,H2,TV,Comedy Romance Shounen Sports,Asahi_Broadcasting_Corporation Production_Reed,Imamura_Keiko Suzuki_Masami Furumoto_Shinnosuke Miyamoto_Mitsuru 
7.26,Mahoutsukai_Tai!_OVA,OVA,Sci-Fi Comedy Magic Romance Fantasy,Bandai_Visual Triangle_Staff Nozomi_Entertainment Youmex Media_Blasters NYAV_Post Production_Reed,Koyasu_Takehito Iwao_Junko Iizuka_Mayumi Konishi_Hiroko Onosaka_Masaya 
7.69,Tamayura:_Sotsugyou_Shashin_Part_1_-_Kizashi,Movie,Comedy Drama Slice_of_Life,Shochiku flying_DOG TYO_Animations,Asumi_Kana Iguchi_Yuka Gibu_Yuko Taketatsu_Ayana 
7.31,Prince_of_Tennis:_Another_Story_-_Messages_From_Past_and_Future_OVA_Bonus,Special,Comedy Sports,M.S.C,Fukuyama_Jun Kiuchi_Hidenobu 
6.32,Kimi_ga_Nozomu_Eien:_Ayu_Mayu_Gekijou,ONA,Comedy,Lantis Age Rakuonsha Picture_Magic,Asai_Kiyomi Yoshizumi_Kozue 
7.78,"Lupin_III:_Episode_0_""First_Contact"" ",Special,Action Adventure Comedy Mystery Shounen,VAP Discotek_Media TMS_Entertainment,Inoue_Makio Kobayashi_Kiyoshi Kurita_Kanichi Masuyama_Eiko Naya_Gorou 
6.82,Dirty_Pair_Flash,OVA,Action Adventure Comedy Ecchi Police Sci-Fi,VAP Studio_Jack ADV_Films Nozomi_Entertainment Sunrise,Matsumoto_Rica Kouda_Mariko 
6.65,Atama_Yama,Movie,Comedy Dementia Fantasy,Yamamura_Animation,_Inc. Studio_Deen,Kunimoto_Takeharu 
6.50,Yurumates,OVA,Slice_of_Life Comedy Seinen,Indeprox Takeshobo indigo_line,Momoi_Haruko Kuwatani_Natsuko Hino_Satoshi Matsuki_Miyu 
6.61,Yozakura_Quartet:_Yoza-Quar!,Special,Comedy,Tatsunoko_Production,Kaji_Yuki Sawashiro_Miyuki Fujita_Saki Fukuen_Misato 
8.07,Tentai_Senshi_Sunred_2nd_Season,TV,Comedy Parody Seinen Super_Power,flying_DOG AIC_A.S.T.A.,Yamada_Louis_LIII Takagi_Shun Nabei_Makiko 
7.51,Detective_Conan_Bonus_File:_Fantasista_Flower,OVA,Comedy Mystery Police Shounen Sports,Shogakukan_Productions Tokyo_Movie_Shinsha Toho,Takayama_Minami Yamaguchi_Kappei Iguchi_Yuka 
7.14,Mai-Otome_Specials,Special,Fantasy Magic Comedy Drama,Sunrise,Yukana Chiba_Saeko Nakahara_Mai Koshimizu_Ami Kikuchi_Mika 
7.06,Kyou_no_5_no_2_Kagai_Jugyou:_Mizukake,Special,Comedy Ecchi School Seinen,Shinkuukan,Kadowaki_Mai Kuwashima_Houko 
6.82,Hiiro_no_Kakera:_Totsugeki!_Tonari_no_Ikemenzu,OVA,Comedy Fantasy Shoujo,Bandai_Visual Lantis Studio_Deen,Okano_Kousuke Shimowada_Hiroki Namikawa_Daisuke Sugita_Tomokazu Hirakawa_Daisuke Mimori_Suzuko 
6.87,Senki_Zesshou_Symphogear_G:_In_the_Distance,_That_Day,_When_the_Star_Became_Music..._Specials,Special,Comedy,Starchild_Records Satelight,Mizuki_Nana Yuuki_Aoi 
7.36,Ghost_in_the_Shell:_Nyuumon_Arise,TV,Comedy,Bandai_Visual Production_I.G,Sawashiro_Miyuki Sawashiro_Miyuki 
7.13,Toriko:_Jump_Super_Anime_Tour_2009_Special,Special,Action Super_Power Adventure Comedy Shounen,ufotable,Kishio_Daisuke Kondou_Takashi 
7.15,Usavich,TV,Adventure Comedy,Kanaban_Graphics,Ueno_Hironori 
7.05,Renkin_San-kyuu_Magical?_Pokaan_Specials,Special,Comedy Parody Magic Ecchi Vampire,Genco Lantis Media_Factory Remic,Akesaka_Satomi Nabatame_Hitomi Hirano_Aya Saitou_Momoko 
7.47,Mazinkaiser,OVA,Adventure Comedy Mecha Sci-Fi Shounen,Bandai_Visual Bee_Media Dynamic_Planning Brain,s_Base 
6.62,I,,s_Pure_Bonus,Special,Ecchi Comedy Romance 
4.53,Bishoujo_Yuugi_Unit_Crane_Game_Girls,TV,Game Space Comedy,Kyotoma,Tokui_Sora Sasaki_Rico Hara_Natsuko 
6.85,Yuu☆Yuu☆Hakusho_Picture_Drama,Special,Action Martial_Arts Comedy Demons Shounen,Studio_Pierrot,Hiyama_Nobuyuki Ogata_Megumi Chiba_Shigeru Sasaki_Nozomu 
6.87,Break_Blade_Picture_Drama,Special,Fantasy Comedy,Production_I.G Xebec,Hoshi_Soichiro Saito_Chiwa Nakamura_Yuuichi Kamiya_Hiroshi 
6.31,Asagiri_no_Miko,TV,Action Comedy Drama Fantasy Magic School Sci-Fi Shounen Slice_of_Life Super_Power Supernatural,Starchild_Records TV_Tokyo_Music Shounen_Gahousha Media_Blasters NYAV_Post Chaos_Project GANSIS,Mizushima_Takahiro Minami_Omi Shimizu_Ai Ohara_Sayaka Morota_Kaoru Kanda_Rie Katou_Nanae 
6.85,Koutetsu_Tenshi_Kurumi_Encore,OVA,Comedy Historical Romance Sci-Fi Shounen,Pony_Canyon ADV_Films OLM,Vincent-Davis_Kira Kurata_Masayo Enomoto_Atsuko Tanaka_Rie 
7.85,Chibi_Maruko-chan,TV,Comedy Slice_of_Life Shoujo,Fuji_TV Nippon_Animation,Watanabe_Naoko Tarako 
7.82,Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo_(TV),TV,Comedy Police Slice_of_Life,Asatsu_DK Fuji_TV Studio_Gallop,Morio_Yumi Miyamoto_Mitsuru Ishii_LaSalle 
7.51,Sakigake!!_Otokojuku,TV,Action Comedy Martial_Arts School Shounen,Lantis Toei_Animation,Yamaguchi_Ken Yara_Yuusaku Hori_Hideyuki 
6.44,Getsumen_To_Heiki_Mina,TV,Comedy Parody Sci-Fi,Pony_Canyon Studio_Tulip Sony_Music_Entertainment Gonzo,Itou_Shizuka Inoue_Marina 
7.05,To_Heart_2_OVA,OVA,Comedy Drama Harem Romance School,Chaos_Project,Kogure_Ema Hagiwara_Emiko Rikimaru_Noriko Fukuyama_Jun Itou_Shizuka Ono_Ryouko 
7.11,UFO_Princess_Valkyrie_3:_Seiresetsu_no_Hanayome,OVA,Comedy Magic Romance Sci-Fi,Media_Factory KlockWorx Toshiba_Entertainment ADV_Films FUNimation_Entertainment TNK,Tanaka_Rie Suzumura_Kenichi Ogata_Megumi Mochizuki_Hisayo 
6.67,Pokemon_Ranger:_Hikari_no_Kiseki,Special,Adventure Comedy Fantasy Kids,TV_Tokyo The_Pokemon_Company_International OLM,Hasome_Tatsuya 
6.87,Moyashimon:_Kin_Gekijou_Deluxe,Special,Comedy,Shirogumi,Touma_Yumi 
7.07,Mahoromatic_End_Year_Special,Special,Ecchi Romance Comedy Military Sci-Fi,Gainax Shaft,Kawasumi_Ayako 
7.54,Ookiku_Furikabutte:_Natsu_no_Taikai-hen_Special,Special,Comedy Sports,Nozomi_Entertainment A-1_Pictures,Higuchi_Tomoyuki 
7.24,Gakuen_Utopia_Manabi_Straight!_Special,Special,Comedy School Sci-Fi Slice_of_Life,Starchild_Records ufotable,Horie_Yui Hirano_Aya Nonaka_Ai Fujita_Saki Inoue_Marina 
7.02,Battle_Athletess_Daiundoukai_(TV),TV,Action Adventure Comedy Drama School Sci-Fi Shounen Sports,AIC Genco Pioneer_LDC TV_Tokyo_Music Geneon_Entertainment_USA,Kawakami_Tomoko Itou_Miki Natsuki_Rio Sakaguchi_Aya Yajima_Akiko Soumi_Yoko Hisakawa_Aya 
7.66,Hetalia:_The_Beautiful_World_Extra_Disc,OVA,Comedy Historical Parody,FUNimation_Entertainment Studio_Deen,Shintani_Ryouko Kanai_Mika Kousaka_Atsushi Yukino_Satsuki Zaiki_Rika Gotou_Mai Namikawa_Daisuke Maeda_Rena Takato_Yasuhiro Yuuki_Aoi Kurose_Yuuko 
6.06,Seihou_Tenshi_Angel_Links,TV,Action Adventure Space Comedy Romance Drama Sci-Fi,FUNimation_Entertainment Bandai_Entertainment Sunrise,Utsumi_Kenji Midorikawa_Hikaru Yuzuki_Ryouka Tanaka_Atsuko 
5.61,SD_Gundam_Force,TV,Adventure Comedy Fantasy Mecha,Bandai_Visual Sotsu TV_Tokyo_Music Bandai_Entertainment Sunrise,Chiba_Susumu Matsuki_Miyu Kamiya_Hiroshi Park_Romi Saiga_Mitsuki 
6.51,Seikimatsu★Darling,OVA,Comedy Romance Drama Shounen_Ai,Horannabi,Matsumoto_Yasunori Inoue_Kazuhiko 
6.56,Koi☆Sento,OVA,Comedy Romance,Showgate Sentai_Filmworks Sunrise,Ono_Kensho Yamaguchi_Kappei Kotobuki_Minako 
7.21,Chikyuu_Bouei_Kigyou_Dai-Guard,TV,Adventure Comedy Mecha Military Sci-Fi,Sotsu TV_Tokyo_Music ADV_Films Discotek_Media Xebec,Itou_Kentarou Miki_Shinichiro Hiramatsu_Akiko 
6.48,Buta,Movie,Adventure Comedy Fantasy Historical,Telecom_Animation_Film,Terasoma_Masaki Sawashiro_Miyuki Yukino_Satsuki Sakuya_Shunsuke 
7.50,Chi,s_Sweet_Home_OVA,OVA,Comedy Kids Slice_of_Life,Madhouse 
7.09,Shinkon_Gattai_Godannar!!_2nd_Season,TV,Ecchi Comedy Mecha Romance Sci-Fi,ADV_Films Sentai_Filmworks OLM,Nakahara_Mai Weaver_Brett Kondou_Takayuki 
6.57,Tayutayu:_Pure_My_Heart,Special,Comedy,Media_Factory Silver_Link.,Shimoda_Asami Itou_Shizuka Rikimaru_Noriko Hino_Satoshi Mizuhashi_Kaori 
6.12,Digimon_Adventure_3D:_Digimon_Grand_Prix!,Movie,Action Adventure Comedy Fantasy Kids Parody Sports,Toei_Animation,Sakamoto_Chika Miyata_Kouki Noda_Junko 
5.85,High_Score,TV,Comedy Shoujo,DLE,Kitamura_Eri Kobayashi_Yuu Konishi_Katsuyuki Hayama_Ikumi 
6.91,Panda_Kopanda,Movie,Comedy Kids,Discotek_Media Tokyo_Movie_Shinsha,Sugiyama_Kazuko Oota_Yoshiko Kumakura_Kazuo 
6.73,Saber_Marionette_R,OVA,Action Comedy Harem Mecha Sci-Fi,Bandai_Visual Bandai_Entertainment Media_Blasters Zero-G_Room,Hiramatsu_Akiko Shiratori_Yuri Hayashibara_Megumi Imai_Yuka 
6.70,Teekyuu_3_Specials,Special,Comedy School Shounen Sports,Earth_Star_Entertainment MAPPA,Hanazawa_Kana Ogura_Yui 
7.14,Detective_Conan_OVA_12:_The_Miracle_of_Excalibur,OVA,Police Sports Comedy Mystery Shounen,TMS_Entertainment,Ogata_Kenichi Takayama_Minami Hayashibara_Megumi Nonaka_Ai 
5.70,Ai_Mai!_Moe_Can_Change!,OVA,Comedy Sci-Fi,Frontier_Works,Katou_Emiri Shintani_Ryouko Hidaka_Rina Aizawa_Mai Ohara_Sayaka Oogame_Asuka Fujita_Saki Fujita_Saki 
7.09,Lupin_III:_Lupin_vs._Fukusei-ningen,Movie,Action Adventure Comedy Mystery Shounen,Tokyo_Movie_Shinsha Discotek_Media Geneon_Entertainment_USA,Kobayashi_Kiyoshi Yamada_Yasuo Nishimura_Ko Masuyama_Eiko 
6.47,Tantei_Kageki_Milky_Holmes_TD,TV,Comedy Mystery Super_Power,Sotsu Bushiroad Chrono_Gear_Creative J.C.Staff Nomad,Nitta_Emi Sasaki_Mikoi Kitta_Izumi Mimori_Suzuko Tokui_Sora 
6.90,Ganbare!_Kickers,TV,Comedy Sports Drama Shounen,Nippon_Television_Network_Corporation Studio_Pierrot,Suzuki_Tomiko Ikura_Kazue Tsukase_Noriko Yamada_Eiko 
7.06,Hyper_Police,TV,Action Comedy Police Romance Sci-Fi,Kadokawa_Shoten Marubeni Nippon_Columbia Studio_Pierrot,Shibahara_Chiyako Ootsuka_Akio Miyamura_Yuko 
6.71,Yokuwakaru_Gendaimahou_00,Special,Comedy Magic,Sentai_Filmworks Nomad,Nabatame_Hitomi Tomatsu_Haruka Nonaka_Ai Kotobuki_Minako 
5.98,Kamisama_Dolls_Specials,Special,Comedy,Sentai_Filmworks Brain,s_Base 
6.79,Mamotte_Shugogetten!,TV,Comedy Fantasy Magic Romance Shounen,Toei_Animation,Takada_Yumi Sakaguchi_Daisuke Kouda_Mariko 
7.04,Prince_of_Tennis:_Oshougatsu_Special,Special,Action Sports Comedy Shounen,Production_I.G,Minagawa_Junko Kaida_Yuki Tsuda_Kenjirou Kiyasu_Kohei Kawamoto_Naru Takahashi_Hiroki Onosaka_Masaya Kondou_Takayuki Okiayu_Ryotaro 
7.33,Musekinin_Kanchou_Tylor_OVA,OVA,Adventure Comedy Drama Military Sci-Fi Space,d-rights Nozomi_Entertainment Studio_Deen,Kasahara_Hiroko Amano_Yuri Tsujitani_Kouji 
6.45,Denpa_Kyoushi,Special,Comedy School Shounen,A-1_Pictures,Asumi_Kana Ono_Daisuke 
6.89,Happiness!:_Watarase_Jun_no_Kareinaru_Ichinichi,OVA,Comedy Fantasy,Artland,Naruse_Mia Sakakibara_Yui Gotou_Mai Ohara_Takashi Yuimoto_Michiru 
6.97,Kaleido_Star:_Good_da_yo!_Goood!!,OVA,Comedy,Hal_Film_Maker,Ohara_Sayaka Kozakura_Etsuko Hirohashi_Ryou Nakahara_Mai 
7.37,Galaxy_Angel_4,TV,Comedy Sci-Fi,Bandai_Visual Studio_Fantasia Studio_Flag Lantis Broccoli Bandai_Entertainment Madhouse feel.,Sawashiro_Miyuki Tamura_Yukari Kanai_Mika Shintani_Ryouko Yamaguchi_Mayumi 
7.05,Tantei_Opera_Milky_Holmes:_Summer_Special,Special,Comedy Mystery Super_Power,Bushiroad Chrono_Gear_Creative J.C.Staff,Nanjo_Yoshino Akesaka_Satomi Mimori_Suzuko 
7.06,New_Dominion_Tank_Police,OVA,Police Comedy Mecha Sci-Fi Shounen,Sanctuary Maiden_Japan J.C.Staff,Sakuma_Rei 
7.25,Tales_of_Symphonia_The_Animation:_Tethe,alla-hen_Specials,Special,Comedy,ufotable 
8.13,Igano_Kabamaru,TV,Adventure Comedy Romance Shounen,Toho Group_TAC,Nakao_Ryuusei Kamiya_Akira Tachihara_Mai 
7.11,Toaru_Majutsu_no_Index_10th_Anniversary_PV,Special,Action Comedy Magic Sci-Fi Super_Power,ASCII_Media_Works J.C.Staff,Abe_Atsushi Iguchi_Yuka Satou_Rina 
7.51,Maria-sama_ga_Miteru_3rd_Specials,Special,Comedy,Nozomi_Entertainment Studio_Deen,Minagawa_Junko Ueda_Kana Itou_Shizuka Kugimiya_Rie Shimizu_Kaori Itou_Miki Ikezawa_Haruna Nabatame_Hitomi Noto_Mamiko 
6.66,Honto_ni_Atta!_Reibai_Sensei,TV,Comedy School Shounen Supernatural,DLE,Mizuhara_Kaoru Matsuki_Miyu 
7.45,Fushigiboshi_no☆Futagohime,TV,Magic Comedy Shoujo,Hal_Film_Maker Nihon_Ad_Systems Diomedea,Kakihara_Tetsuya Shimeno_Junko Kojima_Megumi Gotou_Yuuko Minagawa_Junko 
7.74,Go!_Princess_Precure,TV,Action Comedy Fantasy Magic School Shoujo Slice_of_Life,Toei_Animation,Sawashiro_Miyuki Yamamura_Hibiku Shimamura_Yuu Asano_Masumi 
7.18,Mahou_no_Tenshi_Creamy_Mami,TV,Comedy Fantasy Magic Romance School Sci-Fi Shoujo,Kodansha Studio_Pierrot,Oota_Takako Kimotsuki_Kaneta Mizushima_Yuu Mita_Yuko 
6.94,Gakuen_Heaven:_Hamu_Hamu_Heaven,Special,Comedy Drama Romance School Shounen_Ai,Media_Blasters,Sakurai_Takahiro Fukuyama_Jun 
7.59,Osomatsu-san_Special,Special,Comedy Parody,Studio_Pierrot,Ono_Daisuke Irino_Miyu Fukuyama_Jun Kamiya_Hiroshi Nakamura_Yuuichi Sakurai_Takahiro 
7.27,Ghost_Sweeper_GS_Mikami,TV,Comedy Supernatural,Sentai_Filmworks Toei_Animation,Kouda_Mariko Tsuru_Hiromi Horikawa_Ryo 
7.08,Nissan_Serena_x_One_Piece_3D:_Mugiwara_Chase_-_Sennyuu!!_Sauzando_Sanii-gou,Special,Comedy Fantasy Shounen,Toei_Animation,Cho 
6.81,Sensei_no_Ojikan:_Doki_Doki_School_Hours,TV,Comedy Slice_of_Life,J.C.Staff,Yamazaki_Wakana Kawakami_Tomoko Ueda_Yuji Ootani_Ikue Iwata_Mitsuo Taniyama_Kishou Yamaguchi_Kappei Minami_Omi Ueda_Kana Okano_Kousuke 
6.66,Sono_Hanabira_ni_Kuchizuke_wo:_Reo_x_Mai_Diaries,ONA,Comedy Romance School Shoujo_Ai,ChuChu,Anzu_Hana Izumi_Ayaka 
7.30,Taiho_Shichau_zo:_Full_Throttle,TV,Action Comedy Police Shounen,TBS Sentai_Filmworks Studio_Deen,Hiramatsu_Akiko Tamagawa_Sakiko 
7.13,Kenyuu_Densetsu_Yaiba,TV,Action Comedy Fantasy Martial_Arts Shounen,TV_Tokyo Shogakukan_Productions Pastel,Takayama_Minami Mitsuishi_Kotono Satou_Masaharu Horikawa_Ryo 
5.95,Blade_&_Soul_Specials,Special,Comedy,Gonzo,Takao_Yuki Takagaki_Ayahi Ohara_Sayaka Amamiya_Sora 
6.27,Tsuki_wa_Higashi_ni_Hi_wa_Nishi_ni:_Operation_Sanctuary,TV,Comedy Drama Harem Romance Sci-Fi,Radix,Nakata_Junko Kanda_Rie Midorikawa_Hikaru 
6.59,Gakkatsu!,TV,Comedy School,Fanworks NHK,Kawasho_Miyuki 
6.88,eX-Driver,OVA,Action Adventure Cars Comedy Sci-Fi Shounen,Bandai_Visual Genco Media_Blasters Actas Production_Reed,Asada_Yoko Nagasawa_Miki Kobayashi_Yumiko 
7.05,Macross_7_Movie:_Ginga_ga_Ore_wo_Yondeiru!,Movie,Action Sci-Fi Adventure Music Comedy Drama Mecha Shounen,Mainichi_Broadcasting_System Studio_Nue Production_Reed,Neya_Michiko Canna_Nobutoshi Koorogi_Satomi 
6.63,Arslan_Senki_(TV)_Specials,Special,Comedy,SANZIGEN LIDENFILMS,Kobayashi_Yuusuke Hosoya_Yoshimasa 
6.41,Blood-C:_None-None_Gekijou,ONA,Comedy Parody,Production_I.G Studio_PuYUKAI,Fukuen_Misato Fukuen_Misato 
6.40,Teizokurei_Daydream,OVA,Comedy Drama Ecchi Horror Supernatural,Bandai_Visual Geneon_Entertainment_USA Hal_Film_Maker,Sugita_Tomokazu Tamura_Yukari Asano_Masumi 
6.16,Eikyuu_Kazoku,Movie,Psychological Comedy,Studio_4°C,Mayama_Ako Mizutani_Yuuko Hirose_Masashi Mizuta_Wasabi Koujiro_Chie Yamaguchi_Kappei 
7.28,Dr._Slump:_Arale-chan,TV,Slice_of_Life Comedy Sci-Fi Shounen,Fuji_TV Toei_Animation,Teppouzuka_Yoko Utsumi_Kenji Koyama_Mami Mukai_Mariko 
6.71,Bakuten_Shoot_Beyblade_the_Movie:_Gekitou!!_Takao_vs._Daichi,Movie,Action Adventure Comedy Sci-Fi Shounen Sports,Yomiko_Advertising d-rights Nelvana,Kumai_Motoko Hisakawa_Aya Orikasa_Ai Nagasawa_Nao 
5.37,Jikuu_Bouken_Nuumamonjaa,OVA,Action Fantasy Comedy,Yomiuri_Advertising Production_I.G,Chafurin 
7.35,Puchimas!!:_Petit_Petit_iDOLM@STER,ONA,Comedy Slice_of_Life,FUNimation_Entertainment Gathering,Hasegawa_Akiko Numakura_Manami Wakabayashi_Naomi Imai_Asami Nakamura_Eriko Kugimiya_Rie Shimoda_Asami Shimoda_Asami Hirata_Hiromi Takahashi_Chiaki Takita_Juri Hara_Yumi Nigo_Mayako Asakura_Azumi 
5.51,Bikini_Warriors_Special,Special,Comedy Ecchi Fantasy Parody Yuri,Studio_Mausu feel.,Takahashi_Chiaki Hikasa_Yoko Kakuma_Ai Ueda_Kana 
7.47,Detective_Conan_Magic_File_5:_Niigata_-_Tokyo_Omiyage_Capriccio,OVA,Adventure Police Comedy Mystery Shounen,Shogakukan_Productions Tokyo_Movie_Shinsha Toho,Takayama_Minami Horikawa_Ryo Takagi_Wataru Yamazaki_Wakana Matsui_Naoko Ootani_Ikue Iwai_Yukiko 
7.47,Nerima_Daikon_Brothers,TV,Comedy Music,Aniplex ADV_Films FUNimation_Entertainment Studio_Hibari,Matsuzaki_Shigeru Morikubo_Showtaro Niina_Ayano 
6.84,Shin_Koihime†Musou_OVA,OVA,Comedy Ecchi Fantasy,Marvelous_Entertainment Sentai_Filmworks Doga_Kobo,Kurokawa_Nami Narumi_Erika Kobayashi_Maki Gotou_Mai Motoi_Emi Nishizawa_Hiroka 
7.25,Futari_wa_Precure:_Splash☆Star,TV,Action Comedy Fantasy Magic Shoujo,Asahi_Broadcasting_Corporation Toei_Animation,Matsuki_Miyu Yamaguchi_Kappei Okamura_Akemi Kimoto_Orie Enomoto_Atsuko Fuchizaki_Yuriko 
7.52,Taiho_Shichau_zo:_Second_Season,TV,Action Comedy Police Shounen,Kodansha Sentai_Filmworks Studio_Deen,Hiramatsu_Akiko Tamagawa_Sakiko 
6.20,Ichigeki_Sacchuu!!_Hoihoi-san,OVA,Comedy Sci-Fi Slice_of_Life,Daume Genco,Morikubo_Showtaro Tanaka_Rie Nasu_Megumi Nakahara_Mai Kugimiya_Rie 
6.01,Guardian_Hearts,OVA,Comedy Ecchi Magic Romance School,KSS,Ikezawa_Haruna Kugimiya_Rie Ishimura_Tomoko Araki_Kae Sakurai_Takahiro 
7.40,Masuda_Kousuke_Gekijou_Gag_Manga_Biyori,TV,Comedy Parody,Bandai_Visual SKY_Perfect_Well_Think Kids_Station DAX_Production Artland,Yabe_Masahito Maeda_Takeshi Maeda_Takeshi Naitou_Ryou Nazuka_Kaori Takemoto_Eiji Maeda_Takeshi Satou_Narumi 
6.92,Viewtiful_Joe,TV,Action Sci-Fi Comedy Shounen,TV_Tokyo MediaNet Capcom Geneon_Entertainment_USA Group_TAC,Miki_Shinichiro Ginga_Banjou Seki_Tomokazu Tsumura_Makoto Kuwatani_Natsuko 
6.34,Miss_Monochrome:_The_Animation_-_Soccer-hen,ONA,Slice_of_Life Sports Comedy,SANZIGEN LIDENFILMS,Fujiwara_Keiji Horie_Yui 
7.13,Generator_Gawl,TV,Action Adventure Comedy Drama Sci-Fi Shounen,ADV_Films Tatsunoko_Production,Canna_Nobutoshi Yukino_Satsuki Kashiwakura_Tsutomu Yamaguchi_Yuriko Miki_Shinichiro 
5.81,Canvas:_Sepia-iro_no_Motif,OVA,Comedy Romance Slice_of_Life,Studio_Kyuuma KENMedia,Naruse_Makoto Kouzuki_Miwa 
7.66,Mobile_Suit_Gundam_Seed:_Seed_Supernova_-_Tanekyara_Gekijou,Special,Comedy Parody,Sunrise,Suzumura_Kenichi Shindo_Naomi Tanaka_Rie Sasanuma_Akira Sakamoto_Maaya Seki_Tomokazu Hoshi_Soichiro Seki_Toshihiko Ishida_Akira 
5.95,Selector_Infected_WIXOSS:_Midoriko-san_to_Piruruku-tan,Special,Comedy,J.C.Staff,Takahashi_Minami Oonishi_Saori 
7.44,Tamayura:_Hitotose_-_Attakai_Kaze_no_Omoide,_Nanode,Special,Comedy Drama Slice_of_Life,TYO_Animations,Asumi_Kana Iguchi_Yuka Gibu_Yuko Taketatsu_Ayana 
7.65,New_Prince_of_Tennis_Specials,Special,Action Sports Comedy Shounen,Nihon_Ad_Systems M.S.C Production_I.G,Minagawa_Junko Kaida_Yuki Takahashi_Hiroki Morikubo_Showtaro Kondou_Takayuki Namikawa_Daisuke Kusunoki_Taiten Hosoya_Yoshimasa Okiayu_Ryotaro Nagai_Sachiko 
6.39,Jikuu_Tantei_Genshi-kun,TV,Adventure Comedy Fantasy Mystery Sci-Fi Shounen,Nihon_Ad_Systems Sanrio Saban_Entertainment Group_TAC,Touma_Yumi Suzuki_Akiko Omimura_Mayuko Tachiki_Fumihiko Ueda_Yuji Satou_Masamichi Nishimura_Chinami Mizuki_Nana Morita_Chiaki 
7.18,Kyou_no_5_no_2_(TV):_Takarabako,OVA,Comedy Ecchi School Seinen,Xebec,Mako Akesaka_Satomi Honda_Youko Asumi_Kana Yamato_Megumi Takagaki_Ayahi Shimoda_Asami Kobayashi_Yuu 
5.11,Chou_Henshin_Cosprayers,TV,Action Ecchi Adventure Fantasy Magic Comedy Super_Power Sci-Fi,m.o.e. Imagin,Matsuki_Miyu 
6.98,Dai_Mahou_Touge_Omake,Special,Comedy,Diomedea,Shitaya_Noriko Satou_Rina 
6.91,Ookami_Shoujo_to_Kuro_Ouji_Recap,Special,Comedy Romance School Shoujo,VAP TYO_Animations,Sakurai_Takahiro Itou_Kanae 
7.87,Watashi_no_Ashinaga_Ojisan,TV,Comedy Historical Romance School Shoujo Slice_of_Life,Nippon_Animation,Horie_Mitsuko Sato_Chie Amano_Yuri 
6.78,Wellber_no_Monogatari:_Sisters_of_Wellber,TV,Action Adventure Comedy Drama Fantasy Historical,Trans_Arts Nagoya_TV_Housou Production_I.G,Namikawa_Daisuke Kusuda_Toshiyuki Takeuchi_Junko Takahashi_Mikako 
7.07,Macross_7_Encore,OVA,Action Comedy Drama Mecha Music Sci-Fi Shounen,Bandai_Visual Mainichi_Broadcasting_System Studio_Nue Production_Reed,Sakurai_Tomo Canna_Nobutoshi 
5.66,Gokicha!!,ONA,Comedy,Movic Marine_Entertainment WAO_World MooGoo,Kugimiya_Rie Noto_Mamiko 
7.43,Brigadoon:_Marin_to_Melan,TV,Adventure Comedy Drama Mecha Sci-Fi,Bandai_Visual TOKYOPOP Sunrise,Kawana_Midori Ootsuka_Houchuu Shintani_Mayumi 
7.89,Urusei_Yatsura_Movie_2:_Beautiful_Dreamer,Movie,Action Adventure Comedy Romance Drama Sci-Fi,Kitty_Films Studio_Kyuuma Central_Park_Media Discotek_Media Studio_Pierrot,Hirano_Fumi Kamiya_Akira Furukawa_Toshio Fujioka_Takuya 
6.71,Teekyuu_2_Specials,Special,Comedy School Shounen Sports,Earth_Star_Entertainment MAPPA,Hanazawa_Kana Watanabe_Yui 
6.54,Kuromajo-san_ga_Tooru!!,TV,Comedy Magic School Slice_of_Life,NHK Shin-Ei_Animation,Park_Romi Orikasa_Fumiko 
6.38,Yurumates_3D,TV,Slice_of_Life Comedy Seinen,DAX_Production Takeshobo Right_Gauge Dwango_Music_Entertainment C2C,Momoi_Haruko Kuwatani_Natsuko Hino_Satoshi Matsuki_Miyu 
